Obs,TRT,ENTNO,NAME,Rep,DTF,HT,GY,TDMY,HI,F10,Trial,Env
586,C,e13,DK117,1,73,100,4578.68,10988.78,36.9417,,C,CC
771,S,e24,IR70215-70-CPA-3-4-1-3,3,82,95.267,4580.99,9555.49,42.5043,,C,SC
2893,S,e32,IR77298-14-1-2-1,1,78,114.667,4582.22,10692.52,42.8544,,J,SJ
1176,C,e9,DGI-81,3,76,92.083,4582.48,8709.25,46.6337,,E,CE
2819,S,e7,DGI-196,2,75,115,4583.02,11292.9,40.5832,,J,SJ
1805,C,e19,DK157,2,73,88.5,4584.24,9484.18,42.8543,,G,CG
2105,C,e19,DK157,2,73,88.5,4584.24,9484.18,42.8543,,H,CH
105,C,e43,IR79906-B-192-2-1,3,84,109.7,4589.31,9065.77,50.6224,,A,CA
1512,C,e21,DSL-69-6,3,77,101,4589.83,9996.8,40.7064,,F,CF
1894,C,e49,RR72-18-832,1,75,93.333,4590.6,10351.28,39.3189,,G,CG
2194,C,e49,RR72-18-832,1,75,93.333,4590.6,10351.28,39.3189,,H,CH
75,C,e33,IR77298-14-1-2-13,3,84,80.733,4591.6,9744.1,47.1218,,A,CA
1452,C,e1,APO,3,82,125.333,4591.62,9914.39,41.0607,,F,CF
2380,C,e11,DK108,1,70,86,4593.05,8126.66,56.5183,,I,CI
837,S,e46,KALIA,3,75,125.4,4595.35,9278.9,43.9086,,C,SC
694,C,e49,RR72-18-832,1,80,109.167,4596.75,8258.13,49.3509,,C,CC
850,C,e1,APO,1,88,120,4598.33,9003.47,45.2811,,D,CD
1759,C,e4,D6-547-2R,1,52,81.333,4598.42,9741.69,41.8506,,G,CG
2059,C,e4,D6-547-2R,1,52,81.333,4598.42,9741.69,41.8506,,H,CH
1234,C,e29,IR75282-58-1-2-3,1,73,95.167,4600.22,9691.08,42.0856,,E,CE
39,C,e21,DSL-69-6,3,88,83.4,4600.27,12638.89,36.3977,,A,CA
861,C,e4,D6-547-2R,3,81,100,4603.56,10290.57,39.6626,,D,CD
1249,C,e34,IR77298-5-6-18,1,78,89.833,4607.05,9673.33,42.2254,,E,CE
629,C,e27,IR74371-46-1-1,2,70,127.733,4607.12,9443.33,43.2545,,C,CC
859,C,e4,D6-547-2R,1,82,92,4612.74,10602.38,38.5729,,D,CD
1424,S,e42,IR78910-34-B-2-2,2,71,107.833,4612.97,9811.99,41.6822,,E,SE
560,C,e4,D6-547-2R,2,87,91.933,4613.7,9481.16,43.1434,,C,CC
44,C,e23,DSU-4-18,2,88,85.533,4615.43,8905.78,51.8251,,A,CA
43,C,e23,DSU-4-18,1,84,83.333,4619.48,9442.07,48.9244,,A,CA
2949,S,e50,URI,3,80,155,4622.78,12911.62,35.8033,,J,SJ
108,C,e44,IR81024-B-275-3-B,3,81,110.967,4624.88,9035.76,51.1842,,A,CA
1315,S,e6,DA8,1,71,97.333,4625.14,8924.18,45.9498,,E,SE
971,C,e41,IR78910-23-1-3-3,2,70,132.333,4629.13,11412.71,35.9615,,D,CD
1664,S,e22,DSL-89-3,2,80,104.667,4632.82,10015.11,41.0125,,F,SF
113,C,e46,KALIA,2,84,80,4634.44,9523.34,48.6641,,A,CA
2755,C,e36,IR78877-163-B-1-1,1,71,145.333,4644.16,8673.37,53.545,,J,CJ
1244,C,e32,IR77298-14-1-2-1,2,73,79.667,4644.65,11067.87,37.2062,,E,CE
70,C,e32,IR77298-14-1-2-1,1,84,92.167,4645.03,9230.18,50.3244,,A,CA
2867,S,e23,DSU-4-18,2,78,103.333,4645.92,10550.87,44.0336,,J,SJ
683,C,e45,IR81025-B-425-B,2,80,125.6,4648.41,9157.93,45.0022,,C,CC
1496,C,e16,DK135,2,77,111,4650.63,10057.97,40.9947,,F,CF
56,C,e27,IR74371-46-1-1,2,.,98.2,4652,9488.5,49.0277,,A,CA
1388,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,76,83,4656.11,8927.9,46.2382,,E,SE
89,C,e39,IR78908-156-B-2-B,2,.,103.967,4657,9775.74,47.6383,,A,CA
1275,C,e42,IR78910-34-B-2-2,3,64,124,4657.74,10485.48,39.3835,,E,CE
1359,S,e20,DK167,3,78,77,4658.83,9040.98,45.6865,,E,SE
1624,S,e9,DGI-81,1,79.5,107.583,4659.22,11437.19,36.077,,F,SF
2359,C,e4,D6-547-2R,1,73,92.667,4660.65,9055.32,51.4686,,I,CI
788,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,82,86.567,4665.02,9510,43.4911,,C,SC
1226,C,e26,IR71700-247-1-1,2,73,90.5,4665.53,10501.38,39.3895,,E,CE
595,C,e16,DK135,1,80,96.833,4675.75,10149.51,40.8444,,C,CC
564,C,e5,D6-547-5S,3,87,93.433,4679.1,10865.14,38.1815,,C,CC
1158,C,e3,D6-446-6S,3,80,81.333,4681.86,9545.92,43.4837,,E,CE
1548,C,e33,IR77298-14-1-2-13,3,75,105.667,4684,12771.22,32.517,,F,CF
2491,C,e48,PSBRC68,1,75,107.333,4688.02,10937.66,42.8613,,I,CI
751,S,e18,DK142,1,82,96.433,4690.29,9329.07,44.5747,,C,SC
2912,S,e38,IR78908-121-B-2-B,2,71,154.667,4691.72,12215.67,38.4074,,J,SJ
909,C,e20,DK167,3,82,104.667,4696.96,10866.05,38.3241,,D,CD
2383,C,e12,DK109,1,75,82,4697.3,8400.41,55.9174,,I,CI
1169,C,e7,DGI-196,2,76,97,4699.24,10304.67,40.4316,,E,CE
378,C,e39,IR78908-156-B-2-B,3,79,118.333,4702.4,12922.33,36.3897,,B,CB
1156,C,e3,D6-446-6S,1,80,83,4702.89,9152.24,45.5579,,E,CE
2922,S,e41,IR78910-23-1-3-3,3,69,126,4706.84,11942.34,39.4131,,J,SJ
699,C,e50,URI,3,80,138.233,4713.08,8939.94,46.7409,,C,CC
1761,C,e4,D6-547-2R,3,52,85.5,4714.8,9648.87,43.3225,,G,CG
2061,C,e4,D6-547-2R,3,52,85.5,4714.8,9648.87,43.3225,,H,CH
1276,C,e43,IR79906-B-192-2-1,1,71,105.167,4715.91,9554.25,43.7619,,E,CE
128,C,e8,DGI-32,2,91,80.567,4719.63,10869.21,43.422,,A,CA
1819,C,e24,IR70215-70-CPA-3-4-1-3,1,49,95,4720.28,10726.66,39.0149,,G,CG
2119,C,e24,IR70215-70-CPA-3-4-1-3,1,49,95,4720.28,10726.66,39.0149,,H,CH
2760,C,e37,IR78905-105-1-2-2,3,75,133,4720.86,9209.31,51.2619,,J,CJ
2764,C,e39,IR78908-156-B-2-B,1,71,140.667,4732.2,9264.43,51.0793,,J,CJ
617,C,e23,DSU-4-18,2,85,95.333,4736.38,8197.26,51.2276,,C,CC
42,C,e22,DSL-89-3,3,86,79.2,4739.09,8330.77,56.8866,,A,CA
1753,C,e2,BINUHANGIN,1,75,88.167,4752.56,8828.08,47.7297,,G,CG
2053,C,e2,BINUHANGIN,1,75,88.167,4752.56,8828.08,47.7297,,H,CH
2850,S,e17,DK136,3,71,142.667,4753.63,10823.36,43.9201,,J,SJ
661,C,e38,IR78908-121-B-2-B,1,66,145.033,4756.29,9380.91,44.9521,,C,CC
94,C,e40,IR78908-193-B-3-B,1,.,102.6,4756.94,9101.8,52.2638,,A,CA
600,C,e17,DK136,3,73,127.9,4759.6,9151.85,46.1093,,C,CC
1653,S,e18,DK142,3,75,124.333,4760.69,10898.95,38.7268,,F,SF
1633,S,e12,DK109,1,80,110,4761.76,11005.96,38.3589,,F,SF
2810,S,e4,D6-547-2R,2,78,96.667,4761.96,10741.74,44.3313,,J,SJ
375,C,e38,IR78908-121-B-2-B,3,81,118,4765.07,9154.93,52.0492,,B,CB
1334,S,e12,DK109,2,78,78.333,4771.14,8821.55,47.9517,,E,SE
2897,S,e33,IR77298-14-1-2-13,2,78,100.667,4772.5,11691.82,40.8191,,J,SJ
2917,S,e40,IR78908-193-B-3-B,1,71,141.333,4775.59,10996.89,43.4267,,J,SJ
13,C,e13,DK117,1,81,83.4,4776.85,10321.3,46.2815,,A,CA
31,C,e19,DK157,1,88,83.333,4777.31,10760.2,44.3979,,A,CA
2896,S,e33,IR77298-14-1-2-13,1,75,103,4780.99,13669.75,34.975,,J,SJ
45,C,e23,DSU-4-18,3,86,96.833,4781.01,8990.84,53.1765,,A,CA
124,C,e7,DGI-196,1,84,87.7,4781.44,8961.76,53.3538,,A,CA
6,C,e10,DK106,3,84,88,4783.62,9359.45,51.1101,,A,CA
2908,S,e37,IR78905-105-1-2-2,1,71,133,4784.12,10829.99,44.1748,,J,SJ
783,S,e28,IR74371-54-1-1,3,75,106.333,4785.09,9390.45,45.1783,,C,SC
664,C,e39,IR78908-156-B-2-B,1,68,129,4788.13,8349.15,50.8453,,C,CC
1533,C,e28,IR74371-54-1-1,3,77,122.333,4788.22,9403.16,45.1468,,F,CF
130,C,e9,DGI-81,1,88,86.233,4791.29,9266.5,51.7055,,A,CA
1804,C,e19,DK157,1,75,76.333,4795.79,9919.67,42.8637,,G,CG
2104,C,e19,DK157,1,75,76.333,4795.79,9919.67,42.8637,,H,CH
2350,C,e1,APO,1,70,101.333,4797.63,9215.43,52.0608,,I,CI
1546,C,e33,IR77298-14-1-2-13,1,77,108,4804.39,12704.83,33.5271,,F,CF
618,C,e23,DSU-4-18,3,83,111.8,4806.45,9302.05,45.8112,,C,CC
1257,C,e36,IR78877-163-B-1-1,3,64,113.333,4808.16,9492.64,44.9075,,E,CE
1250,C,e34,IR77298-5-6-18,2,78,85,4808.87,9796.35,43.5216,,E,CE
1806,C,e19,DK157,3,75,75.5,4809.86,9162.81,46.5404,,G,CG
2106,C,e19,DK157,3,75,75.5,4809.86,9162.81,46.5404,,H,CH
1188,C,e13,DK117,3,76,83.667,4815.63,9846.13,43.3625,,E,CE
63,C,e3,D6-446-6S,3,91,85.333,4824.21,8756.84,55.0908,,A,CA
88,C,e39,IR78908-156-B-2-B,1,.,110.4,4826.6,9282.9,51.9945,,A,CA
585,C,e12,DK109,3,83,97.667,4835.94,8099.53,52.9356,,C,CC
14,C,e13,DK117,2,84,76.1,4843.2,11124.32,43.5371,,A,CA
1601,S,e1,APO,2,84,133.667,4843.26,11484.09,37.3911,,F,SF
1443,S,e48,PSBRC68,3,88,83.833,4844.22,10360.21,41.4555,,E,SE
1702,S,e35,IR77298-5-6-25,1,75,101,4845.4,11340.46,37.8814,,F,SF
2881,S,e28,IR74371-54-1-1,1,71,146.667,4853.85,12644.48,38.3871,,J,SJ
851,C,e1,APO,2,88,110.667,4856.16,9701.6,44.3789,,D,CD
589,C,e14,DK122,1,73,96.167,4858.53,10695.56,40.2743,,C,CC
1706,S,e36,IR78877-163-B-1-1,2,72,144.333,4860.92,10997.75,39.1869,,F,SF
2909,S,e37,IR78905-105-1-2-2,2,64,134,4862.76,11149.31,43.6149,,J,SJ
1582,C,e45,IR81025-B-425-B,1,55,131,4863.13,10179.11,42.3578,,F,CF
2801,S,e1,APO,2,87,134.667,4864.58,10927.79,44.5157,,J,SJ
1160,C,e4,D6-547-2R,2,80,82,4867.48,9696.36,44.5063,,E,CE
29,C,e18,DK142,2,86,89.367,4869.95,11207.39,43.4531,,A,CA
1301,S,e1,APO,2,90,101.667,4874.33,11512.97,37.5365,,E,SE
127,C,e8,DGI-32,1,88,84.567,4875.79,12374.06,39.4033,,A,CA
1697,S,e33,IR77298-14-1-2-13,2,77,95.667,4875.98,4897.1,88.2774,,F,SF
1154,C,e2,BINUHANGIN,2,80,89.5,4877.01,10564.21,40.9301,,E,CE
1164,C,e5,D6-547-5S,3,80,82,4880.68,9582.13,45.159,,E,CE
1537,C,e30,IR75870-8-1-2-B-6-2-B-B-B,1,80,124.667,4880.88,12012.44,36.0241,,F,CF
1684,S,e29,IR75282-58-1-2-3,1,82,107,4882.37,11625.57,37.2343,,F,SF
1635,S,e12,DK109,3,77,92,4891.42,10574.06,41.0129,,F,SF
646,C,e33,IR77298-14-1-2-13,1,80,95.4,4896.24,10214.33,42.4991,,C,CC
1175,C,e9,DGI-81,2,76,94.667,4898.83,10227.73,42.4717,,E,CE
1892,C,e48,PSBRC68,2,73,108.833,4898.87,11322.86,38.3589,,G,CG
2192,C,e48,PSBRC68,2,73,108.833,4898.87,11322.86,38.3589,,H,CH
675,C,e42,IR78910-34-B-2-2,3,73,148.567,4899.95,11814.95,36.7694,,C,CC
2761,C,e38,IR78908-121-B-2-B,1,75,155,4901.67,13462.88,36.4088,,J,CJ
2,C,e1,APO,2,91,102.9,4903.3,10558.9,46.4376,,A,CA
96,C,e40,IR78908-193-B-3-B,3,.,107.133,4907.27,9388.13,52.271,,A,CA
1182,C,e11,DK108,3,76,85.5,4918.57,9943.33,43.8565,,E,CE
109,C,e45,IR81025-B-425-B,1,.,100.167,4918.92,10046.5,48.9615,,A,CA
614,C,e22,DSL-89-3,2,87,100.6,4931.45,8717.55,50.1542,,C,CC
1264,C,e39,IR78908-156-B-2-B,1,71,108.833,4948.09,9517.83,46.0921,,E,CE
1897,C,e50,URI,1,77,121.333,4954.06,9900.26,44.3651,,G,CG
2197,C,e50,URI,1,77,121.333,4954.06,9900.26,44.3651,,H,CH
1201,C,e18,DK142,1,71,87.167,4958.9,9731.88,45.1768,,E,CE
673,C,e42,IR78910-34-B-2-2,1,73,133.333,4961.25,9839.3,44.7047,,C,CC
379,C,e40,IR78908-193-B-3-B,1,67,128.667,4966.6,11902.6,41.727,,B,CB
2768,C,e40,IR78908-193-B-3-B,2,71,148,4970.81,9262.78,53.6644,,J,CJ
2443,C,e32,IR77298-14-1-2-1,1,70,94.667,4971.91,9488.75,52.398,,I,CI
1204,C,e19,DK157,1,78,80.5,4971.99,9505.02,46.3771,,E,CE
2721,C,e24,IR70215-70-CPA-3-4-1-3,3,90,125,4972.18,13442.32,36.989,,J,CJ
95,C,e40,IR78908-193-B-3-B,2,.,103.467,4973.82,8828.28,56.3396,,A,CA
2913,S,e38,IR78908-121-B-2-B,3,78,153.667,4979.42,10209.14,48.7741,,J,SJ
1206,C,e19,DK157,3,76,87.833,4980.35,9711.9,45.4655,,E,CE
112,C,e46,KALIA,1,84,81.8,4987.57,9849.07,50.64,,A,CA
658,C,e37,IR78905-105-1-2-2,1,73,121.033,4991.13,10433.13,42.4142,,C,CC
1161,C,e4,D6-547-2R,3,82,85.167,4993.84,9427.12,46.9658,,E,CE
1369,S,e24,IR70215-70-CPA-3-4-1-3,1,81,78.5,4995.38,10129.36,43.7233,,E,SE
1269,C,e40,IR78908-193-B-3-B,3,64,116.5,5000.79,9702.43,45.6967,,E,CE
1696,S,e33,IR77298-14-1-2-13,1,77,96.5,5002.8,11102.81,39.9491,,F,SF
1170,C,e7,DGI-196,3,76,90.333,5012.26,9802.66,45.3332,,E,CE
33,C,e19,DK157,3,91,86.467,5015.71,9624.77,52.1125,,A,CA
1209,C,e20,DK167,3,80,99.167,5016.89,9169.9,48.5062,,E,CE
1750,C,e1,APO,1,77,110.333,5021.42,9453.65,47.0927,,G,CG
2050,C,e1,APO,1,77,110.333,5021.42,9453.65,47.0927,,H,CH
1483,C,e12,DK109,1,75,108.333,5022.43,10685.01,41.6741,,F,CF
681,C,e44,IR81024-B-275-3-B,3,80,131.5,5030.09,10273,43.4116,,C,CC
1242,C,e31,IR77298-14-1-2,3,76,103.5,5041.28,9932.52,44.9995,,E,CE
855,C,e2,BINUHANGIN,3,84,121,5047.16,9028.94,49.5607,,D,CD
1181,C,e11,DK108,2,76,90.167,5056.27,9339.82,47.9975,,E,CE
991,C,e48,PSBRC68,1,98,133,5058.29,14059.4,31.898,,D,CD
1809,C,e20,DK167,3,53,113,5068.94,13030.38,34.4895,,G,CG
2109,C,e20,DK167,3,53,113,5068.94,13030.38,34.4895,,H,CH
2848,S,e17,DK136,1,71,140.667,5070.39,12548.46,40.4065,,J,SJ
1477,C,e10,DK106,1,80,107.667,5070.9,11370.25,39.5404,,F,CF
1756,C,e3,D6-446-6S,1,75,76,5072.27,10544.06,42.6502,,G,CG
2056,C,e3,D6-446-6S,1,75,76,5072.27,10544.06,42.6502,,H,CH
587,C,e13,DK117,2,83,98.667,5076.65,8261.62,54.4803,,C,CC
1229,C,e27,IR74371-46-1-1,2,64,101,5078.42,10376.12,43.3931,,E,CE
1277,C,e43,IR79906-B-192-2-1,2,76,100.667,5084.14,11642.46,38.7168,,E,CE
558,C,e3,D6-446-6S,3,80,84.967,5085.21,9417.87,47.8722,,C,CC
1205,C,e19,DK157,2,78,85,5087.84,9458.67,47.6903,,E,CE
1284,C,e45,IR81025-B-425-B,3,64,117.167,5093.11,10526.34,42.8975,,E,CE
1183,C,e12,DK109,1,76,79.833,5096.63,9125.6,49.5164,,E,CE
117,C,e47,M4FNS-3076,3,88,83.433,5101.33,9466.18,53.8901,,A,CA
642,C,e31,IR77298-14-1-2,3,76,114.133,5111.17,9164.22,49.4483,,C,CC
1265,C,e39,IR78908-156-B-2-B,2,71,95.333,5121.19,10017.57,45.3247,,E,CE
4,C,e10,DK106,1,88,86.1,5128.96,10987.43,46.6803,,A,CA
2766,C,e39,IR78908-156-B-2-B,3,71,131.667,5132.22,12452.75,41.2135,,J,CJ
992,C,e48,PSBRC68,2,95,133.333,5134.8,13349.7,34.1019,,D,CD
132,C,e9,DGI-81,3,86,91.267,5137.22,10808.75,47.5283,,A,CA
686,C,e46,KALIA,2,80,131.933,5140.84,10720.52,42.5152,,C,CC
602,C,e18,DK142,2,80,115.1,5156.6,9719.16,47.0393,,C,CC
22,C,e16,DK135,1,91,81.3,5163.35,10142.56,50.9077,,A,CA
60,C,e28,IR74371-54-1-1,3,84,106.867,5163.8,10792.31,47.847,,A,CA
304,C,e15,DK124,1,81,94.667,5169.8,11784.53,43.8694,,B,CB
921,C,e24,IR70215-70-CPA-3-4-1-3,3,88,127,5179.04,11327.66,40.5355,,D,CD
623,C,e25,IR71525-19-1-1,2,68,126.267,5180.95,9525.42,48.2228,,C,CC
581,C,e11,DK108,2,85,109.133,5183.6,9135.77,50.3052,,C,CC
696,C,e49,RR72-18-832,3,80,118.533,5203.27,9097.87,50.7064,,C,CC
1270,C,e41,IR78910-23-1-3-3,1,64,91.833,5207.45,10150.44,45.4848,,E,CE
687,C,e46,KALIA,3,83,148,5209.04,9746.32,47.3853,,C,CC
1287,C,e46,KALIA,3,64,117.167,5211.51,12075.05,38.265,,E,CE
654,C,e35,IR77298-5-6-25,3,83,102.767,5223.79,9008.07,51.4139,,C,CC
1698,S,e33,IR77298-14-1-2-13,3,77,101,5225.84,12912.55,35.8815,,F,SF
1192,C,e15,DK124,1,82,85.5,5232.14,10572.29,43.877,,E,CE
2882,S,e28,IR74371-54-1-1,2,75,153.667,5233.83,12399.97,42.2084,,J,SJ
1210,C,e21,DSL-69-6,1,76,81.667,5235.85,10645.89,43.6045,,E,CE
10,C,e12,DK109,1,88,81.9,5239.12,10656.34,49.1643,,A,CA
121,C,e5,D6-547-5S,1,91,72.867,5242.66,10797.68,48.5536,,A,CA
1228,C,e27,IR74371-46-1-1,1,71,111.333,5246.13,9276.48,50.1398,,E,CE
1251,C,e34,IR77298-5-6-18,3,80,88.833,5247.1,10378.74,44.8231,,E,CE
1792,C,e15,DK124,1,77,98.667,5248.73,11490.38,40.4992,,G,CG
2092,C,e15,DK124,1,77,98.667,5248.73,11490.38,40.4992,,H,CH
20,C,e15,DK124,2,81,93.033,5251.4,10034.03,52.3359,,A,CA
1808,C,e20,DK167,2,87,410.333,5251.89,10259.71,45.3844,,G,CG
2108,C,e20,DK167,2,87,410.333,5251.89,10259.71,45.3844,,H,CH
622,C,e25,IR71525-19-1-1,1,66,122.267,5257.17,10197.67,45.7065,,C,CC
1780,C,e11,DK108,1,68,88.333,5267.38,9714.65,48.0722,,G,CG
2080,C,e11,DK108,1,68,88.333,5267.38,9714.65,48.0722,,H,CH
1785,C,e12,DK109,3,73,80.667,5279.21,9367.27,49.9669,,G,CG
2085,C,e12,DK109,3,73,80.667,5279.21,9367.27,49.9669,,H,CH
36,C,e20,DK167,3,88,93.9,5288.76,9721.85,54.4007,,A,CA
73,C,e33,IR77298-14-1-2-13,1,81,87,5289.35,10260.28,51.5517,,A,CA
1153,C,e2,BINUHANGIN,1,84,96.5,5292.3,10356.48,45.3064,,E,CE
1157,C,e3,D6-446-6S,2,80,90,5294.33,11176.74,41.9974,,E,CE
1266,C,e39,IR78908-156-B-2-B,3,71,118.333,5315.05,10821.04,43.5476,,E,CE
40,C,e22,DSL-89-3,1,86,77.433,5318.61,9673.31,54.9822,,A,CA
8,C,e11,DK108,2,86,86.067,5321.09,11911.72,44.6711,,A,CA
93,C,e4,D6-547-2R,3,95,86.533,5324.32,8931.03,59.616,,A,CA
578,C,e10,DK106,2,80,106.067,5325.24,9259.35,50.9901,,C,CC
122,C,e5,D6-547-5S,2,91,81.2,5326.5,10785.02,49.388,,A,CA
11,C,e12,DK109,2,84,86.667,5329.69,9117.15,58.4579,,A,CA
1285,C,e46,KALIA,1,64,126.833,5337.01,11113.05,42.5786,,E,CE
676,C,e43,IR79906-B-192-2-1,1,80,114.267,5343.21,10253.28,46.2026,,C,CC
23,C,e16,DK135,2,86,91.4,5343.58,10806.01,49.4501,,A,CA
1162,C,e5,D6-547-5S,1,78,79,5345.51,12168.44,38.9476,,E,CE
643,C,e32,IR77298-14-1-2-1,1,80,102,5346.23,11197.29,42.3313,,C,CC
666,C,e39,IR78908-156-B-2-B,3,73,135.967,5350.86,8537.4,55.568,,C,CC
645,C,e32,IR77298-14-1-2-1,3,80,99.333,5359.22,9711.47,48.9264,,C,CC
38,C,e21,DSL-69-6,2,88,83.5,5362.15,10379.42,51.6613,,A,CA
640,C,e31,IR77298-14-1-2,1,80,108.667,5362.37,10718.27,44.3567,,C,CC
1772,C,e8,DGI-32,2,73,92.167,5365.47,10567.01,45.0176,,G,CG
2072,C,e8,DGI-32,2,73,92.167,5365.47,10567.01,45.0176,,H,CH
78,C,e34,IR77298-5-6-18,3,91,90.567,5368.5,10050.3,53.4163,,A,CA
1292,C,e48,PSBRC68,2,84,100.333,5372.74,11703.66,40.7006,,E,CE
1195,C,e16,DK135,1,76,89.667,5372.94,9922.21,48.0098,,E,CE
34,C,e20,DK167,1,84,99.233,5381.48,10413.51,51.6779,,A,CA
1177,C,e10,DK106,1,76,89.333,5393.29,10796.08,44.2909,,E,CE
1517,C,e23,DSU-4-18,2,77,107.667,5393.8,10721.46,44.6033,,F,CF
1207,C,e20,DK167,1,76,89.167,5394.34,9115.48,52.4669,,E,CE
1180,C,e11,DK108,1,76,87.167,5396.91,9437.89,50.6987,,E,CE
1216,C,e23,DSU-4-18,1,76,92.167,5399.53,11049.01,43.3271,,E,CE
92,C,e4,D6-547-2R,2,91,79.9,5406.89,9843.59,54.928,,A,CA
669,C,e40,IR78908-193-B-3-B,3,73,135.733,5419.09,10116.55,47.492,,C,CC
1185,C,e12,DK109,3,76,87,5419.44,9847.06,48.7949,,E,CE
1441,S,e48,PSBRC68,1,88,92.167,5422.73,12477.98,38.5301,,E,SE
611,C,e21,DSL-69-6,2,85,113.867,5439.52,9969.33,48.375,,C,CC
1235,C,e29,IR75282-58-1-2-3,2,80,89.667,5441.16,10612.06,45.4589,,E,CE
651,C,e34,IR77298-5-6-18,3,80,101.433,5453.81,9790.67,49.3872,,C,CC
668,C,e40,IR78908-193-B-3-B,2,73,141.233,5463.02,9853.5,49.1551,,C,CC
104,C,e43,IR79906-B-192-2-1,2,84,91.767,5473.6,11276.64,48.5393,,A,CA
563,C,e5,D6-547-5S,2,83,108.1,5477.29,12013.49,40.4225,,C,CC
1246,C,e33,IR77298-14-1-2-13,1,73,81.333,5497.2,9611.47,50.7082,,E,CE
67,C,e31,IR77298-14-1-2,1,84,98.367,5520.24,10280.09,53.6984,,A,CA
639,C,e30,IR75870-8-1-2-B-6-2-B-B-B,3,83,113.633,5521.73,9434.89,51.8878,,C,CC
1232,C,e28,IR74371-54-1-1,2,64,99.667,5529.39,10024.94,48.9015,,E,CE
1279,C,e44,IR81024-B-275-3-B,1,71,121,5534.66,11113.42,44.154,,E,CE
37,C,e21,DSL-69-6,1,86,94.8,5537.93,11764.02,47.0752,,A,CA
9,C,e11,DK108,3,86,84.4,5538.84,10085.92,54.9165,,A,CA
644,C,e32,IR77298-14-1-2-1,2,80,107.567,5553.86,11886.04,41.4271,,C,CC
27,C,e17,DK136,3,84,88.2,5566.87,9245.73,60.2102,,A,CA
571,C,e8,DGI-32,1,85,111.667,5572.59,14313.98,34.5162,,C,CC
636,C,e29,IR75282-58-1-2-3,3,87,124.767,5576.52,9803.47,50.4325,,C,CC
1211,C,e21,DSL-69-6,2,73,85.333,5580.68,10686.55,46.2995,,E,CE
1221,C,e24,IR70215-70-CPA-3-4-1-3,3,76,91,5580.83,9973.09,49.6131,,E,CE
680,C,e44,IR81024-B-275-3-B,2,83,124.333,5581.52,9769.9,50.6511,,C,CC
556,C,e3,D6-446-6S,1,87,80.333,5585.77,10038.33,49.3342,,C,CC
621,C,e24,IR70215-70-CPA-3-4-1-3,3,87,131.4,5587.89,10178.88,48.6715,,C,CC
1155,C,e2,BINUHANGIN,3,80,102.167,5595.72,10607.68,46.7694,,E,CE
35,C,e20,DK167,2,88,95.1,5604.98,10012.16,55.9817,,A,CA
1172,C,e8,DGI-32,2,76,103,5606.56,10673.5,46.5711,,E,CE
609,C,e20,DK167,3,83,113.533,5611.17,9367.52,53.1075,,C,CC
12,C,e12,DK109,3,86,81.567,5627.07,9829.3,57.2479,,A,CA
1280,C,e44,IR81024-B-275-3-B,2,71,98.667,5627.29,12883.41,38.7253,,E,CE
1152,C,e1,APO,3,80,107.833,5644.53,11771.96,42.5114,,E,CE
68,C,e31,IR77298-14-1-2,2,81,94.433,5659.38,11509.5,49.1714,,A,CA
1793,C,e15,DK124,2,52,97,5667.7,12092.44,41.5547,,G,CG
2093,C,e15,DK124,2,52,97,5667.7,12092.44,41.5547,,H,CH
601,C,e18,DK142,1,80,112.333,5668.74,12135.9,41.4135,,C,CC
594,C,e15,DK124,3,80,119.333,5670.78,10375.04,48.4596,,C,CC
1238,C,e30,IR75870-8-1-2-B-6-2-B-B-B,2,73,97,5670.99,11108.88,45.26,,E,CE
1259,C,e37,IR78905-105-1-2-2,2,71,95.833,5674.43,10008.8,50.2651,,E,CE
62,C,e3,D6-446-6S,2,88,80.933,5679.17,12059.79,47.0918,,A,CA
1187,C,e13,DK117,2,76,92.667,5686.58,12282.64,41.0474,,E,CE
615,C,e22,DSL-89-3,3,83,102.667,5691.11,9925.72,50.8348,,C,CC
32,C,e19,DK157,2,91,124.533,5691.19,11227.39,50.6902,,A,CA
115,C,e47,M4FNS-3076,1,86,80.667,5696.95,11083.41,51.4007,,A,CA
1258,C,e37,IR78905-105-1-2-2,1,71,116.333,5700.15,10793.15,46.8237,,E,CE
1168,C,e7,DGI-196,1,76,86.5,5707.69,9861.7,51.314,,E,CE
2916,S,e39,IR78908-156-B-2-B,3,71,134.333,5708.59,11779.9,48.4605,,J,SJ
1,C,e1,APO,1,84,107.367,5708.63,9691.96,58.9007,,A,CA
1173,C,e8,DGI-32,3,76,94.5,5713.26,11338.03,44.6759,,E,CE
1783,C,e12,DK109,1,73,89.5,5715.2,10541.75,48.0668,,G,CG
2083,C,e12,DK109,1,73,89.5,5715.2,10541.75,48.0668,,H,CH
598,C,e17,DK136,1,83,130.4,5716.67,10382.38,48.8172,,C,CC
24,C,e16,DK135,3,86,84.367,5734.22,9701.65,59.1056,,A,CA
125,C,e7,DGI-196,2,84,78.433,5735.2,11716.32,48.9505,,A,CA
1197,C,e16,DK135,3,80,83.667,5743.13,10094.85,50.4401,,E,CE
1196,C,e16,DK135,2,78,93.667,5757.03,11211.1,45.5278,,E,CE
