Obs,TRT,ENTNO,NAME,Rep,DTF,HT,GY,TDMY,HI,F10,Trial,Env
2803,S,e2,BINUHANGIN,1,80,116.333,4070.33,10230.02,39.7881,,J,SJ
730,S,e11,DK108,1,77,76.867,4070.73,7716.43,46.7716,,C,SC
1272,C,e41,IR78910-23-1-3-3,3,64,117.167,4077.02,9624.21,37.5582,,E,CE
18,C,e14,DK122,3,81,88.9,4084.91,9602.67,42.5393,,A,CA
1774,C,e9,DGI-81,1,73,88.5,4085.82,9846.95,36.6921,,G,CG
2074,C,e9,DGI-81,1,73,88.5,4085.82,9846.95,36.6921,,H,CH
2923,S,e42,IR78910-34-B-2-2,1,69,125,4087.2,11154.11,36.643,,J,SJ
325,C,e22,DSL-89-3,1,81,87.667,4090.6,9501.2,43.0535,,B,CB
1189,C,e14,DK122,1,71,82.333,4091.94,8257.77,43.9332,,E,CE
1621,S,e8,DGI-32,1,80,109,4092.2,9867.01,36.7704,,F,SF
1763,C,e5,D6-547-5S,2,75,83.333,4093.23,8780.79,41.3295,,G,CG
2063,C,e5,D6-547-5S,2,75,83.333,4093.23,8780.79,41.3295,,H,CH
296,C,e12,DK109,2,81,85.333,4093.33,9491.73,43.1252,,B,CB
351,C,e30,IR75870-8-1-2-B-6-2-B-B-B,3,88,126.333,4095.93,12513.87,32.7312,,B,CB
2660,C,e4,D6-547-2R,2,80,98.333,4097.52,12651.99,32.3864,,J,CJ
1465,C,e6,DA8,1,65,143.333,4101.31,8183.68,44.4325,,F,CF
970,C,e41,IR78910-23-1-3-3,1,74,126,4103.46,10709.52,33.9709,,D,CD
1454,C,e2,BINUHANGIN,2,80,121,4105.58,10941.87,33.2667,,F,CF
2434,C,e29,IR75282-58-1-2-3,1,73,100.333,4107.86,8421.89,48.776,,I,CI
2932,S,e45,IR81025-B-425-B,1,64,137,4112.77,13533.5,30.3895,,J,SJ
841,S,e48,PSBRC68,1,86,102.5,4115.6,13236.89,27.566,,C,SC
372,C,e37,IR78905-105-1-2-2,3,74,130,4115.8,10996.87,37.427,,B,CB
2921,S,e41,IR78910-23-1-3-3,2,71,133.667,4118.17,10471.69,39.3267,,J,SJ
2362,C,e5,D6-547-5S,1,70,83.333,4118.9,8091.61,50.9033,,I,CI
2701,C,e18,DK142,1,71,116.667,4118.94,10919.11,37.7223,,J,CJ
2915,S,e39,IR78908-156-B-2-B,2,71,136.667,4121.92,10776.82,38.248,,J,SJ
291,C,e10,DK106,3,68,95,4135.8,10601,39.0133,,B,CB
353,C,e31,IR77298-14-1-2,2,68,105.667,4137.8,11442.8,36.1607,,B,CB
1542,C,e31,IR77298-14-1-2,3,77,114.667,4138.52,9900.41,37.0612,,F,CF
101,C,e42,IR78910-34-B-2-2,2,.,86.467,4139.18,10149.04,40.784,,A,CA
634,C,e29,IR75282-58-1-2-3,1,85,112.767,4144.39,12445.07,29.525,,C,CC
2752,C,e35,IR77298-5-6-25,1,80,101.333,4145.6,11827.75,35.0498,,J,CJ
2479,C,e44,IR81024-B-275-3-B,1,70,109.333,4146.78,8938.73,46.3912,,I,CI
1764,C,e5,D6-547-5S,3,73,80.667,4147.47,9075.14,40.5188,,G,CG
2064,C,e5,D6-547-5S,3,73,80.667,4147.47,9075.14,40.5188,,H,CH
2739,C,e30,IR75870-8-1-2-B-6-2-B-B-B,3,87,112,4148,11174.47,37.1203,,J,CJ
1818,C,e23,DSU-4-18,3,75,88.167,4150.8,9221.42,39.9081,,G,CG
2118,C,e23,DSU-4-18,3,75,88.167,4150.8,9221.42,39.9081,,H,CH
1455,C,e2,BINUHANGIN,3,80,120,4152.24,9837.83,37.4205,,F,CF
926,C,e26,IR71700-247-1-1,2,84,136.333,4153.29,10033.9,36.6986,,D,CD
870,C,e7,DGI-196,3,77,105.333,4153.77,10033.13,36.7057,,D,CD
2368,C,e7,DGI-196,1,73,94,4154.1,8641.28,48.0727,,I,CI
360,C,e33,IR77298-14-1-2-13,3,81,96,4156.13,11052.53,37.6034,,B,CB
1810,C,e21,DSL-69-6,1,73,82.667,4158.11,9351.04,39.4242,,G,CG
2110,C,e21,DSL-69-6,1,73,82.667,4158.11,9351.04,39.4242,,H,CH
920,C,e24,IR70215-70-CPA-3-4-1-3,2,88,114,4158.45,12267.94,30.0529,,D,CD
1278,C,e43,IR79906-B-192-2-1,3,71,116.333,4159.19,10497.73,35.1269,,E,CE
71,C,e32,IR77298-14-1-2-1,2,88,83.6,4160.35,9076.76,45.8352,,A,CA
2863,S,e22,DSL-89-3,1,78,98,4162.09,8502.9,48.949,,J,SJ
1470,C,e7,DGI-196,3,75,107.333,4164.1,10071.22,36.6578,,F,CF
932,C,e28,IR74371-54-1-1,2,84,127.333,4166.4,8986.72,41.1042,,D,CD
958,C,e37,IR78905-105-1-2-2,1,63,113.667,4167.7,9336.87,39.5751,,D,CD
2854,S,e19,DK157,1,75,98,4167.7,11441.01,36.4277,,J,SJ
1854,C,e35,IR77298-5-6-25,3,75,83.833,4169.74,8621.55,42.8795,,G,CG
2154,C,e35,IR77298-5-6-25,3,75,83.833,4169.74,8621.55,42.8795,,H,CH
2356,C,e3,D6-446-6S,1,73,75.333,4169.94,8028.39,51.9399,,I,CI
1186,C,e13,DK117,1,73,91.333,4170.01,8782.85,42.0948,,E,CE
731,S,e11,DK108,2,79,82.4,4170.24,7736,47.7938,,C,SC
2697,C,e16,DK135,3,75,108.667,4173.05,10397.55,40.1349,,J,CJ
1625,S,e9,DGI-81,2,79.5,112.667,4179.59,8845.62,44.431,,F,SF
2699,C,e17,DK136,2,71,147.667,4179.76,11404.63,36.6496,,J,CJ
370,C,e37,IR78905-105-1-2-2,1,74,119.667,4182.07,11241,37.2037,,B,CB
947,C,e33,IR77298-14-1-2-13,2,82,95.333,4182.66,9512.34,38.9845,,D,CD
126,C,e7,DGI-196,3,84,94.133,4183.3,7851.16,53.2826,,A,CA
1474,C,e9,DGI-81,1,77,116.667,4185.52,11414.5,32.5008,,F,CF
2669,C,e7,DGI-196,2,75,116,4187.12,12481.09,33.5477,,J,CJ
2902,S,e35,IR77298-5-6-25,1,80,112,4188.29,11125.46,37.646,,J,SJ
333,C,e24,IR70215-70-CPA-3-4-1-3,3,68,118,4188.47,13376.2,31.3128,,B,CB
703,S,e2,BINUHANGIN,1,84,104.1,4190.49,8524.62,43.583,,C,SC
1231,C,e28,IR74371-54-1-1,1,64,94,4194.66,7919.11,46.962,,E,CE
989,C,e47,M4FNS-3076,2,82,93.667,4196.37,10393.89,35.795,,D,CD
860,C,e4,D6-547-2R,2,84,103.667,4196.54,8293.51,44.8621,,D,CD
955,C,e36,IR78877-163-B-1-1,1,74,120.333,4200.39,9328.25,39.9223,,D,CD
815,S,e39,IR78908-156-B-2-B,2,75,110.367,4200.78,8024.4,46.4135,,C,SC
2836,S,e13,DK117,1,75,117.333,4200.86,10214.21,41.1276,,J,SJ
1059,S,e20,DK167,3,79,82.333,4202.79,8560.85,43.5259,,D,SD
306,C,e15,DK124,3,81,101,4205.2,11180.67,37.6114,,B,CB
2869,S,e24,IR70215-70-CPA-3-4-1-3,1,90,118.333,4206.7,16360.72,25.7122,,J,SJ
1815,C,e22,DSL-89-3,3,73,84.167,4209.52,9176.82,40.6693,,G,CG
2115,C,e22,DSL-89-3,3,73,84.167,4209.52,9176.82,40.6693,,H,CH
1797,C,e16,DK135,3,75,90.833,4211.25,8862.76,42.1279,,G,CG
2097,C,e16,DK135,3,75,90.833,4211.25,8862.76,42.1279,,H,CH
2407,C,e20,DK167,1,79,94.667,4211.93,9404.83,44.7848,,I,CI
925,C,e26,IR71700-247-1-1,1,77,155.333,4214.13,9516.7,39.2598,,D,CD
1632,S,e11,DK108,3,80,109.167,4214.58,10784.1,34.6495,,F,SF
663,C,e38,IR78908-121-B-2-B,3,66,125.867,4218.06,7473.05,50.0427,,C,CC
1760,C,e4,D6-547-2R,2,49,84,4218.3,8207.93,45.5649,,G,CG
2060,C,e4,D6-547-2R,2,49,84,4218.3,8207.93,45.5649,,H,CH
324,C,e21,DSL-69-6,3,81,91,4221.2,11226.27,37.6011,,B,CB
1514,C,e22,DSL-89-3,2,77,107.667,4221.36,9612.12,38.9368,,F,CF
1622,S,e8,DGI-32,2,80,102.333,4221.42,10452.64,35.8063,,F,SF
655,C,e36,IR78877-163-B-1-1,1,68,141.033,4221.43,10982.04,34.0803,,C,CC
41,C,e22,DSL-89-3,2,86,77.7,4222.9,7516.21,56.1839,,A,CA
938,C,e30,IR75870-8-1-2-B-6-2-B-B-B,2,84,120.667,4224.36,9529.71,39.3014,,D,CD
942,C,e31,IR77298-14-1-2,3,84,111.333,4224.49,10334.56,36.2417,,D,CD
1732,S,e45,IR81025-B-425-B,1,68,108.667,4225.9,10596.28,35.3584,,F,SF
854,C,e2,BINUHANGIN,2,84,116,4226.34,7708.26,48.611,,D,CD
597,C,e16,DK135,3,83,108.1,4231.56,8994.35,41.7116,,C,CC
1451,C,e1,APO,2,82,126.333,4233.12,8937.07,41.9944,,F,CF
1143,S,e48,PSBRC68,3,95,116.667,4233.51,11722.62,32.0186,,D,SD
1647,S,e16,DK135,3,77,107.333,4240.58,9666.15,38.8954,,F,SF
2895,S,e32,IR77298-14-1-2-1,3,78,98.333,4241.78,9935.69,42.6924,,J,SJ
1662,S,e21,DSL-69-6,3,80,105.333,4243.4,11477.05,32.7801,,F,SF
2781,C,e44,IR81024-B-275-3-B,3,71,144,4243.53,10913.97,38.8816,,J,CJ
1116,S,e39,IR78908-156-B-2-B,3,77,123,4243.54,9385.65,40.0858,,D,SD
1630,S,e11,DK108,1,80,106.667,4245.34,11121.44,33.8437,,F,SF
2395,C,e16,DK135,1,73,79.667,4246.76,8002.1,53.0706,,I,CI
2756,C,e36,IR78877-163-B-1-1,2,78,148,4247.7,10963.26,38.7448,,J,CJ
377,C,e39,IR78908-156-B-2-B,2,67,133.5,4247.73,10085.07,42.119,,B,CB
17,C,e14,DK122,2,.,75.7,4248.36,8539.74,49.7481,,A,CA
2849,S,e17,DK136,2,71,139,4248.94,10558.43,40.2421,,J,SJ
1678,S,e27,IR74371-46-1-1,1,70,134.333,4249.66,10240.8,36.7914,,F,SF
657,C,e36,IR78877-163-B-1-1,3,70,135.9,4250.06,9373.43,40.1997,,C,CC
309,C,e16,DK135,3,81,95,4253.4,9846,43.1993,,B,CB
2698,C,e17,DK136,1,71,132,4257.71,8009.41,53.1588,,J,CJ
123,C,e5,D6-547-5S,3,91,84.267,4262.98,8519,50.0409,,A,CA
967,C,e40,IR78908-193-B-3-B,1,71,128,4264.33,8618.14,43.8696,,D,CD
2715,C,e22,DSL-89-3,3,80,115.333,4264.98,11534.12,36.9771,,J,CJ
1200,C,e17,DK136,3,71,104,4265.43,10313.45,36.6678,,E,CE
1442,S,e48,PSBRC68,2,88,77.667,4265.71,9665.71,39.1277,,E,SE
114,C,e46,KALIA,3,84,81.533,4265.98,9497.16,44.9185,,A,CA
361,C,e34,IR77298-5-6-18,1,84,99.333,4269.4,11212.73,38.0764,,B,CB
2826,S,e9,DGI-81,3,80,108.667,4269.59,11673.78,37.1465,,J,SJ
1839,C,e30,IR75870-8-1-2-B-6-2-B-B-B,3,75,93.5,4270.05,8035.55,47.1133,,G,CG
2139,C,e30,IR75870-8-1-2-B-6-2-B-B-B,3,75,93.5,4270.05,8035.55,47.1133,,H,CH
1050,S,e17,DK136,3,77,132.333,4270.75,9735.77,38.892,,D,SD
2871,S,e24,IR70215-70-CPA-3-4-1-3,3,90,116.333,4273.66,8878.42,48.1354,,J,SJ
1576,C,e43,IR79906-B-192-2-1,1,82,134.667,4279.42,13841.33,27.4116,,F,CF
1796,C,e16,DK135,2,73,83,4279.42,8191.65,46.3169,,G,CG
2096,C,e16,DK135,2,73,83,4279.42,8191.65,46.3169,,H,CH
276,C,e4,D6-547-2R,3,68,107.667,4280.87,11957.53,35.8006,,B,CB
1594,C,e49,RR72-18-832,1,75,121,4283.23,9372.84,40.5161,,F,CF
1453,C,e2,BINUHANGIN,1,80,129,4287.65,9924.22,38.3045,,F,CF
1505,C,e19,DK157,2,75,117.333,4287.95,9890.16,38.4391,,F,CF
297,C,e12,DK109,3,84,92.333,4288.33,10716.67,40.0156,,B,CB
1304,S,e2,BINUHANGIN,2,83,85.5,4291.59,10516.98,36.1788,,E,SE
1064,S,e22,DSL-89-3,2,79,101.667,4293.11,9244.26,41.1743,,D,SD
1620,S,e7,DGI-196,3,77,118.1,4298.36,11378.91,33.491,,F,SF
1700,S,e34,IR77298-5-6-18,2,77,111,4300.62,10488.52,36.3533,,F,SF
876,C,e9,DGI-81,3,84,109,4303.84,9827.44,38.8278,,D,CD
662,C,e38,IR78908-121-B-2-B,2,66,134.6,4305.93,8466.97,45.0886,,C,CC
1482,C,e11,DK108,3,77,101.333,4307.22,9503.18,40.1842,,F,CF
1540,C,e31,IR77298-14-1-2,1,77,132.333,4307.43,12893.09,29.6202,,F,CF
1495,C,e16,DK135,1,75,114.333,4308.38,9097.74,41.9863,,F,CF
1636,S,e13,DK117,1,77,113.667,4309.38,12728.68,30.0163,,F,SF
1471,C,e8,DGI-32,1,77,108,4310.84,9653.32,39.5924,,F,CF
2763,C,e38,IR78908-121-B-2-B,3,83,159.333,4312.14,12930.87,33.3477,,J,CJ
2700,C,e17,DK136,3,78,137.667,4312.46,7158.22,60.2449,,J,CJ
30,C,e18,DK142,3,86,98.267,4312.99,8783.43,49.1036,,A,CA
2652,C,e1,APO,3,83,116.333,4315.81,9994.12,43.1835,,J,CJ
5,C,e10,DK106,2,88,86.2,4319.2,9928.6,43.5027,,A,CA
1730,S,e44,IR81024-B-275-3-B,2,75,135,4320.04,9831.94,38.9561,,F,SF
915,C,e22,DSL-89-3,3,82,98.667,4321.22,12703.72,30.158,,D,CD
1282,C,e45,IR81025-B-425-B,1,71,103.5,4321.78,8806.35,43.5104,,E,CE
1215,C,e22,DSL-89-3,3,80,89.667,4325.55,7871.3,48.7216,,E,CE
682,C,e45,IR81025-B-425-B,1,68,115.533,4326.84,9193.5,41.727,,C,CC
2936,S,e46,KALIA,2,69,135.333,4327.92,10636.4,40.6898,,J,SJ
626,C,e26,IR71700-247-1-1,2,83,103.533,4329.31,8073.03,47.5455,,C,CC
2748,C,e33,IR77298-14-1-2-13,3,71,113,4330.78,11865,36.5005,,J,CJ
1539,C,e30,IR75870-8-1-2-B-6-2-B-B-B,3,86,120.333,4331.84,11789.66,32.576,,F,CF
1166,C,e6,DA8,2,64,105,4332.59,10163.13,37.7961,,E,CE
1619,S,e7,DGI-196,2,77,103,4333.55,10432.78,36.8273,,F,SF
1850,C,e34,IR77298-5-6-18,2,75,85,4335.31,9447.15,40.6861,,G,CG
2150,C,e34,IR77298-5-6-18,2,75,85,4335.31,9447.15,40.6861,,H,CH
1837,C,e30,IR75870-8-1-2-B-6-2-B-B-B,1,73,102.667,4336.55,8652.51,44.4354,,G,CG
2137,C,e30,IR75870-8-1-2-B-6-2-B-B-B,1,73,102.667,4336.55,8652.51,44.4354,,H,CH
1501,C,e18,DK142,1,75,113.667,4337.49,11019.01,34.8998,,F,CF
2920,S,e41,IR78910-23-1-3-3,1,69,126.333,4337.56,12628.94,34.3462,,J,SJ
2757,C,e36,IR78877-163-B-1-1,3,75,152.333,4338.26,12955.29,33.4864,,J,CJ
1529,C,e27,IR74371-46-1-1,2,70,153,4339.51,10759.4,35.7585,,F,CF
1754,C,e2,BINUHANGIN,2,75,94.667,4347.04,9549.68,40.3582,,G,CG
2054,C,e2,BINUHANGIN,2,75,94.667,4347.04,9549.68,40.3582,,H,CH
1208,C,e20,DK167,2,76,99,4349.46,9992.89,38.5897,,E,CE
2944,S,e49,RR72-18-832,1,75,123.667,4352.78,9703.29,44.8587,,J,SJ
2907,S,e36,IR78877-163-B-1-1,3,71,133,4355.16,10490.68,41.5146,,J,SJ
2772,C,e41,IR78910-23-1-3-3,3,69,125.333,4355.76,11892.47,36.6262,,J,CJ
339,C,e26,IR71700-247-1-1,3,81,85,4356.2,10959.4,39.7485,,B,CB
1504,C,e19,DK157,1,65,104.333,4358.52,13814.99,27.9715,,F,CF
1223,C,e25,IR71525-19-1-1,2,64,116.333,4358.57,9629.02,40.1318,,E,CE
1017,S,e6,DA8,3,70,134,4358.63,10734.36,35.9999,,D,SD
1663,S,e22,DSL-89-3,1,77,106,4360.04,12075.27,32.0126,,F,SF
1814,C,e22,DSL-89-3,2,73,84,4360.88,9305.75,41.5479,,G,CG
2114,C,e22,DSL-89-3,2,73,84,4360.88,9305.75,41.5479,,H,CH
1497,C,e16,DK135,3,75,100.667,4361.12,9930.16,38.9376,,F,CF
1405,S,e36,IR78877-163-B-1-1,1,71,98.833,4361.48,11346.65,34.0795,,E,SE
2653,C,e2,BINUHANGIN,1,78,116.667,4361.61,10910.93,39.9747,,J,CJ
369,C,e36,IR78877-163-B-1-1,3,74,105.333,4364.2,10279.8,42.4541,,B,CB
1298,C,e50,URI,2,80,112.667,4365.83,10921.13,35.4426,,E,CE
1289,C,e47,M4FNS-3076,2,80,78,4369.3,9423.95,41.1061,,E,CE
1299,C,e50,URI,3,76,127.667,4369.38,9851.55,39.3226,,E,CE
579,C,e10,DK106,3,80,105.4,4369.98,10257.75,37.7706,,C,CC
1667,S,e23,DSU-4-18,2,77,105,4372.51,10212.92,37.9583,,F,SF
1236,C,e29,IR75282-58-1-2-3,3,80,98.333,4372.74,9622.19,40.2908,,E,CE
698,C,e50,URI,2,66,147.333,4379.41,8772.11,44.2627,,C,CC
941,C,e31,IR77298-14-1-2,2,82,104.667,4380.04,10774.8,36.0409,,D,CD
2765,C,e39,IR78908-156-B-2-B,2,71,152.667,4380.5,11389.48,38.461,,J,CJ
2435,C,e29,IR75282-58-1-2-3,2,73,96.333,4383.3,8196.56,53.4773,,I,CI
1795,C,e16,DK135,1,73,85.667,4386.43,9422.2,41.2748,,G,CG
2095,C,e16,DK135,1,73,85.667,4386.43,9422.2,41.2748,,H,CH
1552,C,e35,IR77298-5-6-25,1,77,111,4390.39,11637.31,33.4486,,F,CF
1044,S,e15,DK124,3,95,101.333,4391.88,11093.64,35.0997,,D,SD
2377,C,e10,DK106,1,73,82.667,4393.56,6213.32,70.712,,I,CI
1218,C,e23,DSU-4-18,3,78,95.167,4397.97,8877.14,43.9244,,E,CE
724,S,e9,DGI-81,1,82,86.033,4404.99,9463.13,41.2703,,C,SC
2792,C,e48,PSBRC68,2,83,120.667,4405.71,15498.83,28.4261,,J,CJ
777,S,e26,IR71700-247-1-1,3,79,112.4,4407.92,10659.38,36.663,,C,SC
2905,S,e36,IR78877-163-B-1-1,1,71,136.333,4410.3,11969.83,36.8451,,J,SJ
1849,C,e34,IR77298-5-6-18,1,73,80.5,4410.87,10032.67,38.9793,,G,CG
2149,C,e34,IR77298-5-6-18,1,73,80.5,4410.87,10032.67,38.9793,,H,CH
684,C,e45,IR81025-B-425-B,3,73,130.067,4412,8037.67,48.6667,,C,CC
28,C,e18,DK142,1,88,86.633,4412.64,9244.14,47.7345,,A,CA
892,C,e15,DK124,1,91,104,4416.24,9881.36,39.6244,,D,CD
557,C,e3,D6-446-6S,2,85,102.367,4416.88,8131.33,48.1594,,C,CC
1893,C,e48,PSBRC68,3,68,108.333,4418.29,11253.31,34.8097,,G,CG
2193,C,e48,PSBRC68,3,68,108.333,4418.29,11253.31,34.8097,,H,CH
856,C,e3,D6-446-6S,1,74,88,4418.68,10298.13,38.0418,,D,CD
964,C,e39,IR78908-156-B-2-B,1,74,125.667,4420.08,9187.04,42.6562,,D,CD
321,C,e20,DK167,3,68,84,4420.47,9981,44.2888,,B,CB
759,S,e20,DK167,3,82,81.1,4420.67,9942.03,39.4222,,C,SC
576,C,e9,DGI-81,3,85,110.667,4420.71,8360.06,46.8823,,C,CC
702,S,e1,APO,3,84,108.667,4421.62,9906.2,39.5732,,C,SC
1851,C,e34,IR77298-5-6-18,3,75,82.333,4423.85,9054.77,43.3161,,G,CG
2151,C,e34,IR77298-5-6-18,3,75,82.333,4423.85,9054.77,43.3161,,H,CH
1847,C,e33,IR77298-14-1-2-13,2,73,82.333,4426.63,9634.04,40.7372,,G,CG
2147,C,e33,IR77298-14-1-2-13,2,73,82.333,4426.63,9634.04,40.7372,,H,CH
1245,C,e32,IR77298-14-1-2-1,3,76,93.167,4427.31,9221.45,42.5665,,E,CE
904,C,e19,DK157,1,86,91,4428.86,8619.02,45.5576,,D,CD
1325,S,e9,DGI-81,2,79.5,78.917,4437.51,9342.99,41.632,,E,SE
2679,C,e10,DK106,3,75,99,4438.44,8130.37,54.5908,,J,CJ
1771,C,e8,DGI-32,1,75,86.333,4439.4,9698.9,40.5816,,G,CG
2071,C,e8,DGI-32,1,75,86.333,4439.4,9698.9,40.5816,,H,CH
827,S,e43,IR79906-B-192-2-1,2,79,113.233,4440.85,9529.92,41.3146,,C,SC
110,C,e45,IR81025-B-425-B,2,.,100.433,4442.15,9009.9,49.303,,A,CA
381,C,e40,IR78908-193-B-3-B,3,79,132,4445,11392.53,39.0168,,B,CB
1762,C,e5,D6-547-5S,1,73,79.5,4445.72,9670.7,40.7578,,G,CG
2062,C,e5,D6-547-5S,1,73,79.5,4445.72,9670.7,40.7578,,H,CH
1570,C,e41,IR78910-23-1-3-3,1,68,148.333,4446.49,11257.18,35.0199,,F,CF
1887,C,e46,KALIA,3,73,113.667,4449.4,9941.23,39.6815,,G,CG
2187,C,e46,KALIA,3,73,113.667,4449.4,9941.23,39.6815,,H,CH
1531,C,e28,IR74371-54-1-1,1,75,669.667,4452.55,9104.35,43.3597,,F,CF
2419,C,e24,IR70215-70-CPA-3-4-1-3,1,73,86.333,4455.11,7511.22,59.3127,,I,CI
1534,C,e29,IR75282-58-1-2-3,1,82,117,4456.19,12600.45,31.3548,,F,CF
913,C,e22,DSL-89-3,1,82,113,4456.29,8982.94,43.9827,,D,CD
2668,C,e7,DGI-196,1,75,116.667,4456.49,12344.12,36.1021,,J,CJ
58,C,e28,IR74371-54-1-1,1,.,93.1,4471.64,8855.4,50.4962,,A,CA
116,C,e47,M4FNS-3076,2,91,76.8,4474.44,8150.18,54.8999,,A,CA
704,S,e2,BINUHANGIN,2,84,98.967,4483.32,8950.23,44.4111,,C,SC
695,C,e49,RR72-18-832,2,85,107.533,4483.91,8201.42,48.4724,,C,CC
1203,C,e18,DK142,3,71,96.167,4489.37,8870.95,44.8686,,E,CE
732,S,e11,DK108,3,79,82.167,4490.41,8668.52,45.9269,,C,SC
916,C,e23,DSU-4-18,1,82,92.667,4491.19,9905.68,40.1979,,D,CD
2493,C,e48,PSBRC68,3,73,100.667,4491.37,8366.58,53.6823,,I,CI
573,C,e8,DGI-32,3,85,105.267,4493.6,8163.35,48.8037,,C,CC
905,C,e19,DK157,2,84,101.333,4494.49,10475.14,38.0406,,D,CD
1097,S,e33,IR77298-14-1-2-13,2,79,91.333,4495.32,9466.87,42.0999,,D,SD
2759,C,e37,IR78905-105-1-2-2,2,69,136.333,4497.24,11907.58,37.7679,,J,CJ
1895,C,e49,RR72-18-832,2,73,102.333,4498.99,10532.53,37.8712,,G,CG
2195,C,e49,RR72-18-832,2,73,102.333,4498.99,10532.53,37.8712,,H,CH
1069,S,e24,IR70215-70-CPA-3-4-1-3,1,81,122,4500.69,13852.1,28.8065,,D,SD
1297,C,e50,URI,1,73,127.167,4501.34,11226.75,35.548,,E,CE
627,C,e26,IR71700-247-1-1,3,73,98.433,4505.23,10417,38.3444,,C,CC
1513,C,e22,DSL-89-3,1,80,111,4505.98,13705.92,29.1479,,F,CF
944,C,e32,IR77298-14-1-2-1,2,82,94.333,4506.87,11421.65,34.9843,,D,CD
993,C,e48,PSBRC68,3,95,124,4507.52,12773.29,31.2868,,D,CD
940,C,e31,IR77298-14-1-2,1,82,126.667,4508.62,10931.2,36.5681,,D,CD
1757,C,e3,D6-446-6S,2,75,76,4508.63,9861.81,40.5336,,G,CG
2057,C,e3,D6-446-6S,2,75,76,4508.63,9861.81,40.5336,,H,CH
83,C,e36,IR78877-163-B-1-1,2,.,91.967,4508.64,8517.45,52.9341,,A,CA
1273,C,e42,IR78910-34-B-2-2,1,64,125.5,4512.16,10087.94,39.656,,E,CE
76,C,e34,IR77298-5-6-18,1,88,79.067,4513.71,9193.49,49.0968,,A,CA
939,C,e30,IR75870-8-1-2-B-6-2-B-B-B,3,84,111.667,4516.92,11073.22,36.1655,,D,CD
15,C,e13,DK117,3,81,86.467,4517.18,8684.83,52.0124,,A,CA
1565,C,e39,IR78908-156-B-2-B,2,70,136.667,4517.88,9526.41,42.0467,,F,CF
1260,C,e37,IR78905-105-1-2-2,3,71,105.333,4519.32,9049.55,44.2764,,E,CE
1288,C,e47,M4FNS-3076,1,80,76.5,4519.78,9248.29,43.3294,,E,CE
1853,C,e35,IR77298-5-6-25,2,73,81.667,4520.44,9752.88,41.0936,,G,CG
2153,C,e35,IR77298-5-6-25,2,73,81.667,4520.44,9752.88,41.0936,,H,CH
1634,S,e12,DK109,2,80,103.667,4520.61,11320.43,35.4047,,F,SF
1768,C,e7,DGI-196,1,73,91,4523.59,10913,36.7507,,G,CG
2068,C,e7,DGI-196,1,73,91,4523.59,10913,36.7507,,H,CH
1817,C,e23,DSU-4-18,2,75,83.833,4532.2,9157.31,43.8802,,G,CG
2117,C,e23,DSU-4-18,2,75,83.833,4532.2,9157.31,43.8802,,H,CH
1777,C,e10,DK106,1,73,82.167,4532.35,10192.71,39.424,,G,CG
2077,C,e10,DK106,1,73,82.167,4532.35,10192.71,39.424,,H,CH
874,C,e9,DGI-81,1,84,104,4533.19,8607.51,46.6931,,D,CD
895,C,e16,DK135,1,82,89,4534.26,9612.4,41.8217,,D,CD
735,S,e12,DK109,3,82,79.467,4534.67,8061.09,49.8745,,C,SC
1459,C,e4,D6-547-2R,1,82,110,4534.7,10856.32,37.0333,,F,CF
107,C,e44,IR81024-B-275-3-B,2,84,93.567,4535.66,8448.11,53.6885,,A,CA
660,C,e37,IR78905-105-1-2-2,3,73,115.067,4536.84,10131.02,39.7033,,C,CC
374,C,e38,IR78908-121-B-2-B,2,74,131.167,4539.27,10509.27,43.193,,B,CB
1179,C,e10,DK106,3,76,94.667,4539.79,9217.43,43.6669,,E,CE
647,C,e33,IR77298-14-1-2-13,2,80,110.667,4542.95,9060.44,44.4545,,C,CC
945,C,e32,IR77298-14-1-2-1,3,84,116.667,4546.11,10273.31,39.2335,,D,CD
572,C,e8,DGI-32,2,83,110.367,4546.16,7751.28,51.9993,,C,CC
2914,S,e39,IR78908-156-B-2-B,1,71,139.667,4552.72,10258.23,44.3811,,J,SJ
562,C,e5,D6-547-5S,1,85,98.933,4556.63,9667.9,41.7867,,C,CC
648,C,e33,IR77298-14-1-2-13,3,73,101.733,4557.02,10156.91,39.7783,,C,CC
1751,C,e1,APO,2,77,112.667,4558.54,9416.53,42.9202,,G,CG
2051,C,e1,APO,2,77,112.667,4558.54,9416.53,42.9202,,H,CH
1794,C,e15,DK124,3,77,104.833,4560.66,10057.21,40.2047,,G,CG
2094,C,e15,DK124,3,77,104.833,4560.66,10057.21,40.2047,,H,CH
1163,C,e5,D6-547-5S,2,78,76.167,4563.77,11764.83,34.3926,,E,CE
72,C,e32,IR77298-14-1-2-1,3,84,91.133,4564.67,9066.83,50.3448,,A,CA
1852,C,e35,IR77298-5-6-25,1,75,86.167,4571.28,9898.09,40.9462,,G,CG
2152,C,e35,IR77298-5-6-25,1,75,86.167,4571.28,9898.09,40.9462,,H,CH
599,C,e17,DK136,2,73,143.2,4571.88,9548.75,42.4497,,C,CC
2767,C,e40,IR78908-193-B-3-B,1,71,134,4576.24,11624.29,39.3679,,J,CJ
1450,C,e1,APO,1,82,140,4577.61,11213.77,36.1921,,F,CF
